"BodyType","Make","Year","car_numbers"
Heavy goods vehicles,AVIA,2019,28
Heavy goods vehicles,AVIA,2020,22
Heavy goods vehicles,AVIA,2021,17
Heavy goods vehicles,AVIA,2022,14
Light goods vehicles,AVIA,2018,2
Light goods vehicles,AVIA,2019,2
Light goods vehicles,AVIA,2020,1
Light goods vehicles,AVIA,2021,1
Light goods vehicles,AVIA,2022,1
Other vehicles,AVIA,2018,2
Other vehicles,AVIA,2019,1
Other vehicles,AVIA,2020,0
Other vehicles,AVIA,2021,0
Other vehicles,AVIA,2022,0
Cars,AVTOVAZ,2018,0
Cars,AVTOVAZ,2019,0
Cars,AVTOVAZ,2020,0
Cars,AVTOVAZ,2021,0
Cars,AVTOVAZ,2022,0
Other vehicles,AXR,2018,5
Other vehicles,AXR,2019,4
Other vehicles,AXR,2020,2
Other vehicles,AXR,2021,1
Other vehicles,AXR,2022,2
Motorcycles,BABETTA,2018,1
Motorcycles,BABETTA,2019,1
Motorcycles,BABETTA,2020,1
Motorcycles,BABETTA,2021,1
Motorcycles,BABETTA,2022,1
Motorcycles,BAIMO,2018,0
Motorcycles,BAIMO,2019,0
Motorcycles,BAIMO,2020,0
Motorcycles,BAIMO,2021,1
Motorcycles,BAIMO,2022,1
Cars,BAJAJ,2018,0
Cars,BAJAJ,2019,1
Cars,BAJAJ,2020,1
Cars,BAJAJ,2021,0
Cars,BAJAJ,2022,0
Heavy goods vehicles,BAJAJ,2018,0
Heavy goods vehicles,BAJAJ,2019,0
Heavy goods vehicles,BAJAJ,2020,0
Heavy goods vehicles,BAJAJ,2021,0
Heavy goods vehicles,BAJAJ,2022,0
Light goods vehicles,BAJAJ,2018,1
Light goods vehicles,BAJAJ,2019,1
Light goods vehicles,BAJAJ,2020,1
Light goods vehicles,BAJAJ,2021,0
Light goods vehicles,BAJAJ,2022,0
Motorcycles,BAJAJ,2018,83
Motorcycles,BAJAJ,2019,87
Motorcycles,BAJAJ,2020,90
Motorcycles,BAJAJ,2021,84
Motorcycles,BAJAJ,2022,76
Other vehicles,BAJAJ,2018,119
Other vehicles,BAJAJ,2019,150
Other vehicles,BAJAJ,2020,168
Other vehicles,BAJAJ,2021,189
Other vehicles,BAJAJ,2022,190
Motorcycles,BAOTIAN,2018,1003
Motorcycles,BAOTIAN,2019,771
Motorcycles,BAOTIAN,2020,613
Motorcycles,BAOTIAN,2021,513
Motorcycles,BAOTIAN,2022,363
Motorcycles,BARON,2018,1
Motorcycles,BARON,2019,2
Motorcycles,BARON,2020,1
Motorcycles,BARON,2021,0
Motorcycles,BARON,2022,1
Other vehicles,BARON,2018,1
Other vehicles,BARON,2019,1
Other vehicles,BARON,2020,1
Other vehicles,BARON,2021,1
Other vehicles,BARON,2022,1
Buses and coaches,BARONI,2018,1
Buses and coaches,BARONI,2019,1
Buses and coaches,BARONI,2020,0
Buses and coaches,BARONI,2021,0
Buses and coaches,BARONI,2022,0
Heavy goods vehicles,BARONI,2018,0
Heavy goods vehicles,BARONI,2019,0
Heavy goods vehicles,BARONI,2020,0
Heavy goods vehicles,BARONI,2021,3
Heavy goods vehicles,BARONI,2022,3
Motorcycles,BARONI,2018,5
Motorcycles,BARONI,2019,2
Motorcycles,BARONI,2020,4
Motorcycles,BARONI,2021,0
Motorcycles,BARONI,2022,3
Cars,BAROSSA,2018,3
Cars,BAROSSA,2019,1
Cars,BAROSSA,2020,2
Cars,BAROSSA,2021,0
Cars,BAROSSA,2022,1
Heavy goods vehicles,BAROSSA,2018,0
Heavy goods vehicles,BAROSSA,2019,0
Heavy goods vehicles,BAROSSA,2020,0
Heavy goods vehicles,BAROSSA,2021,0
Heavy goods vehicles,BAROSSA,2022,0
Light goods vehicles,BAROSSA,2018,1
Light goods vehicles,BAROSSA,2019,2
Light goods vehicles,BAROSSA,2020,2
Light goods vehicles,BAROSSA,2021,4
Light goods vehicles,BAROSSA,2022,3
Motorcycles,BAROSSA,2018,26
Motorcycles,BAROSSA,2019,21
Motorcycles,BAROSSA,2020,16
Motorcycles,BAROSSA,2021,11
Motorcycles,BAROSSA,2022,7
Other vehicles,BAROSSA,2018,49
Other vehicles,BAROSSA,2019,32
Other vehicles,BAROSSA,2020,42
Other vehicles,BAROSSA,2021,36
Other vehicles,BAROSSA,2022,29
Cars,BASHAN,2018,3
Cars,BASHAN,2019,3
Cars,BASHAN,2020,3
Cars,BASHAN,2021,3
Cars,BASHAN,2022,0
Light goods vehicles,BASHAN,2018,42
Light goods vehicles,BASHAN,2019,46
Light goods vehicles,BASHAN,2020,63
Light goods vehicles,BASHAN,2021,51
Light goods vehicles,BASHAN,2022,48
Motorcycles,BASHAN,2018,2
Motorcycles,BASHAN,2019,4
Motorcycles,BASHAN,2020,3
Motorcycles,BASHAN,2021,3
Motorcycles,BASHAN,2022,2
Other vehicles,BASHAN,2018,33
Other vehicles,BASHAN,2019,35
Other vehicles,BASHAN,2020,34
Other vehicles,BASHAN,2021,26
Other vehicles,BASHAN,2022,31
Motorcycles,BATAVUS,2018,31
Motorcycles,BATAVUS,2019,42
Motorcycles,BATAVUS,2020,45
Motorcycles,BATAVUS,2021,41
Motorcycles,BATAVUS,2022,46
Cars,BATTISTINIS,2018,1
Cars,BATTISTINIS,2019,1
Cars,BATTISTINIS,2020,1
Cars,BATTISTINIS,2021,1
Cars,BATTISTINIS,2022,1
Light goods vehicles,BATTISTINIS,2018,1
Light goods vehicles,BATTISTINIS,2019,1
Light goods vehicles,BATTISTINIS,2020,1
Light goods vehicles,BATTISTINIS,2021,1
Light goods vehicles,BATTISTINIS,2022,1
Motorcycles,BATTISTINIS,2018,0
Motorcycles,BATTISTINIS,2019,2
Motorcycles,BATTISTINIS,2020,1
Motorcycles,BATTISTINIS,2021,1
Motorcycles,BATTISTINIS,2022,1
Other vehicles,BATTISTINIS,2018,126
Other vehicles,BATTISTINIS,2019,121
Other vehicles,BATTISTINIS,2020,114
Other vehicles,BATTISTINIS,2021,115
Other vehicles,BATTISTINIS,2022,113
Heavy goods vehicles,BAVARIA,2018,7
Heavy goods vehicles,BAVARIA,2019,9
Heavy goods vehicles,BAVARIA,2020,9
Heavy goods vehicles,BAVARIA,2021,10
Heavy goods vehicles,BAVARIA,2022,11
Light goods vehicles,BAVARIA,2018,5
Light goods vehicles,BAVARIA,2019,8
Light goods vehicles,BAVARIA,2020,6
Light goods vehicles,BAVARIA,2021,5
Light goods vehicles,BAVARIA,2022,5
Other vehicles,BAVARIA,2018,0
Other vehicles,BAVARIA,2019,0
Other vehicles,BAVARIA,2020,0
Other vehicles,BAVARIA,2021,0
Other vehicles,BAVARIA,2022,0
Light goods vehicles,BCS,2018,0
Light goods vehicles,BCS,2019,0
Light goods vehicles,BCS,2020,1
Light goods vehicles,BCS,2021,1
Light goods vehicles,BCS,2022,1
Other vehicles,BCS,2018,189
Other vehicles,BCS,2019,201
Other vehicles,BCS,2020,209
Other vehicles,BCS,2021,218
Other vehicles,BCS,2022,222
Heavy goods vehicles,BD,2018,0
Heavy goods vehicles,BD,2019,0
Heavy goods vehicles,BD,2020,0
Heavy goods vehicles,BD,2021,25
Heavy goods vehicles,BD,2022,25
Cars,BEAUFORD,2018,1
Cars,BEAUFORD,2019,1
Cars,BEAUFORD,2020,0
Cars,BEAUFORD,2021,0
Cars,BEAUFORD,2022,0
Buses and coaches,BEDFORD,2018,417
Buses and coaches,BEDFORD,2019,419
Buses and coaches,BEDFORD,2020,379
Buses and coaches,BEDFORD,2021,399
Buses and coaches,BEDFORD,2022,405
Cars,BEDFORD,2018,65
Cars,BEDFORD,2019,67
Cars,BEDFORD,2020,66
Cars,BEDFORD,2021,69
Cars,BEDFORD,2022,71
Heavy goods vehicles,BEDFORD,2018,837
Heavy goods vehicles,BEDFORD,2019,834
Heavy goods vehicles,BEDFORD,2020,771
Heavy goods vehicles,BEDFORD,2021,741
Heavy goods vehicles,BEDFORD,2022,753
Light goods vehicles,BEDFORD,2018,4529
Light goods vehicles,BEDFORD,2019,4463
Light goods vehicles,BEDFORD,2020,4271
Light goods vehicles,BEDFORD,2021,4259
Light goods vehicles,BEDFORD,2022,4213
Motorcycles,BEDFORD,2018,1
Motorcycles,BEDFORD,2019,1
Motorcycles,BEDFORD,2020,1
Motorcycles,BEDFORD,2021,1
Motorcycles,BEDFORD,2022,1
Other vehicles,BEDFORD,2018,1243
Other vehicles,BEDFORD,2019,1117
Other vehicles,BEDFORD,2020,985
Other vehicles,BEDFORD,2021,927
Other vehicles,BEDFORD,2022,889
Light goods vehicles,BEELINE,2018,0
Light goods vehicles,BEELINE,2019,0
Light goods vehicles,BEELINE,2020,0
Light goods vehicles,BEELINE,2021,0
Light goods vehicles,BEELINE,2022,0
Motorcycles,BEELINE,2018,339
Motorcycles,BEELINE,2019,206
Motorcycles,BEELINE,2020,164
Motorcycles,BEELINE,2021,121
Motorcycles,BEELINE,2022,82
Other vehicles,BEELINE,2018,1
Other vehicles,BEELINE,2019,1
Other vehicles,BEELINE,2020,1
Other vehicles,BEELINE,2021,1
Other vehicles,BEELINE,2022,0
Light goods vehicles,BELARUS,2018,1
Light goods vehicles,BELARUS,2019,1
Light goods vehicles,BELARUS,2020,1
Light goods vehicles,BELARUS,2021,1
Light goods vehicles,BELARUS,2022,1
Other vehicles,BELARUS,2018,340
Other vehicles,BELARUS,2019,315
Other vehicles,BELARUS,2020,306
Other vehicles,BELARUS,2021,306
Other vehicles,BELARUS,2022,315
Cars,BENELLI,2018,1
Cars,BENELLI,2019,1
Cars,BENELLI,2020,1
Cars,BENELLI,2021,1
Cars,BENELLI,2022,1
Light goods vehicles,BENELLI,2018,1
Light goods vehicles,BENELLI,2019,0
Light goods vehicles,BENELLI,2020,1
Light goods vehicles,BENELLI,2021,0
Light goods vehicles,BENELLI,2022,0
Motorcycles,BENELLI,2018,1533
Motorcycles,BENELLI,2019,2152
Motorcycles,BENELLI,2020,3195
Motorcycles,BENELLI,2021,4635
Motorcycles,BENELLI,2022,6004
Other vehicles,BENELLI,2018,0
Other vehicles,BENELLI,2019,0
Other vehicles,BENELLI,2020,0
Other vehicles,BENELLI,2021,2
Other vehicles,BENELLI,2022,1
Buses and coaches,BENFORD,2018,1
Buses and coaches,BENFORD,2019,1
Buses and coaches,BENFORD,2020,1
Buses and coaches,BENFORD,2021,1
Buses and coaches,BENFORD,2022,1
Heavy goods vehicles,BENFORD,2018,525
Heavy goods vehicles,BENFORD,2019,477
Heavy goods vehicles,BENFORD,2020,438
Heavy goods vehicles,BENFORD,2021,423
Heavy goods vehicles,BENFORD,2022,403
Light goods vehicles,BENFORD,2018,266
Light goods vehicles,BENFORD,2019,283
Light goods vehicles,BENFORD,2020,261
Light goods vehicles,BENFORD,2021,257
Light goods vehicles,BENFORD,2022,253
Motorcycles,BENFORD,2018,0
Motorcycles,BENFORD,2019,0
Motorcycles,BENFORD,2020,0
Motorcycles,BENFORD,2021,0
Motorcycles,BENFORD,2022,0
Other vehicles,BENFORD,2018,208
Other vehicles,BENFORD,2019,219
Other vehicles,BENFORD,2020,205
Other vehicles,BENFORD,2021,204
Other vehicles,BENFORD,2022,197
Cars,BENTLEY,2018,23929
Cars,BENTLEY,2019,24931
Cars,BENTLEY,2020,24544
Cars,BENTLEY,2021,25353
Cars,BENTLEY,2022,26040
Heavy goods vehicles,BENTLEY,2018,2
Heavy goods vehicles,BENTLEY,2019,3
Heavy goods vehicles,BENTLEY,2020,3
Heavy goods vehicles,BENTLEY,2021,3
Heavy goods vehicles,BENTLEY,2022,3
Light goods vehicles,BENTLEY,2018,47
Light goods vehicles,BENTLEY,2019,49
Light goods vehicles,BENTLEY,2020,41
Light goods vehicles,BENTLEY,2021,47
Light goods vehicles,BENTLEY,2022,40
Motorcycles,BENTLEY,2018,1
Motorcycles,BENTLEY,2019,1
Motorcycles,BENTLEY,2020,1
Motorcycles,BENTLEY,2021,1
Motorcycles,BENTLEY,2022,1
Other vehicles,BENTLEY,2018,51
Other vehicles,BENTLEY,2019,49
Other vehicles,BENTLEY,2020,48
Other vehicles,BENTLEY,2021,50
Other vehicles,BENTLEY,2022,49
Cars,BENYE,2018,0
Cars,BENYE,2019,0
Cars,BENYE,2020,0
Cars,BENYE,2021,0
Cars,BENYE,2022,0
Heavy goods vehicles,BENYE,2018,0
Heavy goods vehicles,BENYE,2019,0
Heavy goods vehicles,BENYE,2020,0
Heavy goods vehicles,BENYE,2021,0
Heavy goods vehicles,BENYE,2022,3
Light goods vehicles,BENYE,2018,0
Light goods vehicles,BENYE,2019,0
Light goods vehicles,BENYE,2020,0
Light goods vehicles,BENYE,2021,0
Light goods vehicles,BENYE,2022,0
Other vehicles,BENYE,2018,89
Other vehicles,BENYE,2019,88
Other vehicles,BENYE,2020,85
Other vehicles,BENYE,2021,78
Other vehicles,BENYE,2022,73
Cars,BETA,2018,1
Cars,BETA,2019,1
Cars,BETA,2020,0
Cars,BETA,2021,0
Cars,BETA,2022,0
Heavy goods vehicles,BETA,2018,0
Heavy goods vehicles,BETA,2019,0
Heavy goods vehicles,BETA,2020,0
Heavy goods vehicles,BETA,2021,0
Heavy goods vehicles,BETA,2022,0
Motorcycles,BETA,2018,1945
Motorcycles,BETA,2019,2112
Motorcycles,BETA,2020,2307
Motorcycles,BETA,2021,2779
Motorcycles,BETA,2022,3120
Other vehicles,BETA,2018,1
Other vehicles,BETA,2019,2
Other vehicles,BETA,2020,2
Other vehicles,BETA,2021,2
Other vehicles,BETA,2022,2
Motorcycles,BETTER,2018,25
Motorcycles,BETTER,2019,14
Motorcycles,BETTER,2020,12
Motorcycles,BETTER,2021,10
Motorcycles,BETTER,2022,13
Motorcycles,BILIS,2018,0
Motorcycles,BILIS,2019,0
Motorcycles,BILIS,2020,0
Motorcycles,BILIS,2021,15
Motorcycles,BILIS,2022,27
Motorcycles,BIMOTA,2018,81
Motorcycles,BIMOTA,2019,76
Motorcycles,BIMOTA,2020,71
Motorcycles,BIMOTA,2021,73
Motorcycles,BIMOTA,2022,73
Heavy goods vehicles,BITELLI,2018,1
Heavy goods vehicles,BITELLI,2019,1
Heavy goods vehicles,BITELLI,2020,1
Heavy goods vehicles,BITELLI,2021,0
Heavy goods vehicles,BITELLI,2022,0
Light goods vehicles,BITELLI,2018,2
Light goods vehicles,BITELLI,2019,2
Light goods vehicles,BITELLI,2020,0
Light goods vehicles,BITELLI,2021,2
Light goods vehicles,BITELLI,2022,1
Motorcycles,BITELLI,2018,0
Motorcycles,BITELLI,2019,0
Motorcycles,BITELLI,2020,0
Motorcycles,BITELLI,2021,0
Motorcycles,BITELLI,2022,0
Other vehicles,BITELLI,2018,29
Other vehicles,BITELLI,2019,26
Other vehicles,BITELLI,2020,22
Other vehicles,BITELLI,2021,18
Other vehicles,BITELLI,2022,17
Motorcycles,BLATA,2018,0
Motorcycles,BLATA,2019,0
Motorcycles,BLATA,2020,0
Motorcycles,BLATA,2021,0
Motorcycles,BLATA,2022,0
Other vehicles,BLATA,2018,0
Other vehicles,BLATA,2019,0
Other vehicles,BLATA,2020,0
Other vehicles,BLATA,2021,0
Other vehicles,BLATA,2022,0
Light goods vehicles,BLAW KNOX,2018,1
Light goods vehicles,BLAW KNOX,2019,1
Light goods vehicles,BLAW KNOX,2020,1
Light goods vehicles,BLAW KNOX,2021,1
Light goods vehicles,BLAW KNOX,2022,1
Other vehicles,BLAW KNOX,2018,36
Other vehicles,BLAW KNOX,2019,36
Other vehicles,BLAW KNOX,2020,35
Other vehicles,BLAW KNOX,2021,35
Other vehicles,BLAW KNOX,2022,36
Motorcycles,BLUESHARK,2018,0
Motorcycles,BLUESHARK,2019,0
Motorcycles,BLUESHARK,2020,0
Motorcycles,BLUESHARK,2021,0
Motorcycles,BLUESHARK,2022,3
Motorcycles,BLUROC,2018,0
Motorcycles,BLUROC,2019,0
Motorcycles,BLUROC,2020,0
Motorcycles,BLUROC,2021,19
Motorcycles,BLUROC,2022,296
Buses and coaches,BMC,2018,265
Buses and coaches,BMC,2019,235
Buses and coaches,BMC,2020,195
Buses and coaches,BMC,2021,197
Buses and coaches,BMC,2022,157
Cars,BMC,2018,4
Cars,BMC,2019,5
Cars,BMC,2020,3
Cars,BMC,2021,6
Cars,BMC,2022,4
Heavy goods vehicles,BMC,2018,13
Heavy goods vehicles,BMC,2019,10
Heavy goods vehicles,BMC,2020,9
Heavy goods vehicles,BMC,2021,6
Heavy goods vehicles,BMC,2022,7
Light goods vehicles,BMC,2018,4
Light goods vehicles,BMC,2019,5
Light goods vehicles,BMC,2020,5
Light goods vehicles,BMC,2021,5
Light goods vehicles,BMC,2022,5
Motorcycles,BMC,2018,2
Motorcycles,BMC,2019,0
Motorcycles,BMC,2020,1
Motorcycles,BMC,2021,2
Motorcycles,BMC,2022,0
Other vehicles,BMC,2018,36
Other vehicles,BMC,2019,36
Other vehicles,BMC,2020,37
Other vehicles,BMC,2021,38
Other vehicles,BMC,2022,41
Buses and coaches,BMW,2018,5
Buses and coaches,BMW,2019,5
Buses and coaches,BMW,2020,5
Buses and coaches,BMW,2021,5
Buses and coaches,BMW,2022,5
Cars,BMW,2018,1845274
Cars,BMW,2019,1917867
Cars,BMW,2020,1944317
Cars,BMW,2021,1989352
Cars,BMW,2022,2027622
Heavy goods vehicles,BMW,2018,2
Heavy goods vehicles,BMW,2019,1
Heavy goods vehicles,BMW,2020,0
Heavy goods vehicles,BMW,2021,0
Heavy goods vehicles,BMW,2022,0
Light goods vehicles,BMW,2018,534
Light goods vehicles,BMW,2019,478
Light goods vehicles,BMW,2020,435
Light goods vehicles,BMW,2021,400
Light goods vehicles,BMW,2022,365
Motorcycles,BMW,2018,75606
Motorcycles,BMW,2019,78146
Motorcycles,BMW,2020,79120
Motorcycles,BMW,2021,84695
Motorcycles,BMW,2022,88458
Other vehicles,BMW,2018,258
Other vehicles,BMW,2019,267
Other vehicles,BMW,2020,265
Other vehicles,BMW,2021,257
Other vehicles,BMW,2022,257
Heavy goods vehicles,BOB CAT,2018,6
Heavy goods vehicles,BOB CAT,2019,7
Heavy goods vehicles,BOB CAT,2020,6
Heavy goods vehicles,BOB CAT,2021,4
Heavy goods vehicles,BOB CAT,2022,4
Light goods vehicles,BOB CAT,2018,59
Light goods vehicles,BOB CAT,2019,57
Light goods vehicles,BOB CAT,2020,58
Light goods vehicles,BOB CAT,2021,58
Light goods vehicles,BOB CAT,2022,58
Other vehicles,BOB CAT,2018,176
Other vehicles,BOB CAT,2019,203
Other vehicles,BOB CAT,2020,234
Other vehicles,BOB CAT,2021,274
Other vehicles,BOB CAT,2022,325
Heavy goods vehicles,BOMAG,2018,1
Heavy goods vehicles,BOMAG,2019,1
Heavy goods vehicles,BOMAG,2020,1
Heavy goods vehicles,BOMAG,2021,1
Heavy goods vehicles,BOMAG,2022,1
Light goods vehicles,BOMAG,2018,15
Light goods vehicles,BOMAG,2019,15
Light goods vehicles,BOMAG,2020,15
Light goods vehicles,BOMAG,2021,15
Light goods vehicles,BOMAG,2022,15
Other vehicles,BOMAG,2018,2319
Other vehicles,BOMAG,2019,2305
Other vehicles,BOMAG,2020,2178
Other vehicles,BOMAG,2021,2246
Other vehicles,BOMAG,2022,2242
Cars,BOMBARDIER,2018,0
Cars,BOMBARDIER,2019,0
Cars,BOMBARDIER,2020,1
Cars,BOMBARDIER,2021,0
Cars,BOMBARDIER,2022,1
Light goods vehicles,BOMBARDIER,2018,10
Light goods vehicles,BOMBARDIER,2019,7
Light goods vehicles,BOMBARDIER,2020,9
Light goods vehicles,BOMBARDIER,2021,6
Light goods vehicles,BOMBARDIER,2022,5
Motorcycles,BOMBARDIER,2018,1
Motorcycles,BOMBARDIER,2019,0
Motorcycles,BOMBARDIER,2020,4
Motorcycles,BOMBARDIER,2021,5
Motorcycles,BOMBARDIER,2022,5
Other vehicles,BOMBARDIER,2018,60
Other vehicles,BOMBARDIER,2019,54
Other vehicles,BOMBARDIER,2020,53
Other vehicles,BOMBARDIER,2021,52
Other vehicles,BOMBARDIER,2022,51
Cars,BOND,2018,228
Cars,BOND,2019,239
Cars,BOND,2020,250
Cars,BOND,2021,251
Cars,BOND,2022,254
Light goods vehicles,BOND,2018,14
Light goods vehicles,BOND,2019,16
Light goods vehicles,BOND,2020,15
Light goods vehicles,BOND,2021,16
Light goods vehicles,BOND,2022,15
Motorcycles,BOND,2018,23
Motorcycles,BOND,2019,21
Motorcycles,BOND,2020,22
Motorcycles,BOND,2021,22
Motorcycles,BOND,2022,23
Other vehicles,BOND,2018,353
Other vehicles,BOND,2019,357
Other vehicles,BOND,2020,363
Other vehicles,BOND,2021,377
Other vehicles,BOND,2022,381
Heavy goods vehicles,BONSER,2018,0
Heavy goods vehicles,BONSER,2019,0
Heavy goods vehicles,BONSER,2020,0
Heavy goods vehicles,BONSER,2021,0
Heavy goods vehicles,BONSER,2022,0
Light goods vehicles,BONSER,2018,13
Light goods vehicles,BONSER,2019,13
Light goods vehicles,BONSER,2020,13
Light goods vehicles,BONSER,2021,13
Light goods vehicles,BONSER,2022,13
Other vehicles,BONSER,2018,93
Other vehicles,BONSER,2019,91
Other vehicles,BONSER,2020,92
Other vehicles,BONSER,2021,84
Other vehicles,BONSER,2022,84
Light goods vehicles,BOOM,2018,2
Light goods vehicles,BOOM,2019,3
Light goods vehicles,BOOM,2020,0
Light goods vehicles,BOOM,2021,2
Light goods vehicles,BOOM,2022,2
Motorcycles,BOOM,2018,1
Motorcycles,BOOM,2019,1
Motorcycles,BOOM,2020,1
Motorcycles,BOOM,2021,1
Motorcycles,BOOM,2022,1
Other vehicles,BOOM,2018,245
Other vehicles,BOOM,2019,243
Other vehicles,BOOM,2020,209
Other vehicles,BOOM,2021,218
Other vehicles,BOOM,2022,216
Buses and coaches,BOVA,2018,716
Buses and coaches,BOVA,2019,675
Buses and coaches,BOVA,2020,444
Buses and coaches,BOVA,2021,482
Buses and coaches,BOVA,2022,450
Other vehicles,BOVA,2018,0
Other vehicles,BOVA,2019,0
Other vehicles,BOVA,2020,0
Other vehicles,BOVA,2021,0
Other vehicles,BOVA,2022,1
Cars,BRA,2018,2
Cars,BRA,2019,2
Cars,BRA,2020,2
Cars,BRA,2021,1
Cars,BRA,2022,0
Motorcycles,BRA,2018,1
Motorcycles,BRA,2019,1
Motorcycles,BRA,2020,2
Motorcycles,BRA,2021,3
Motorcycles,BRA,2022,5
Other vehicles,BRA,2018,1
Other vehicles,BRA,2019,2
Other vehicles,BRA,2020,2
Other vehicles,BRA,2021,3
Other vehicles,BRA,2022,3
Cars,BRABUS,2018,0
Cars,BRABUS,2019,0
Cars,BRABUS,2020,0
Cars,BRABUS,2021,0
Cars,BRABUS,2022,0
Other vehicles,BRABUS,2018,1
Other vehicles,BRABUS,2019,1
Other vehicles,BRABUS,2020,1
Other vehicles,BRABUS,2021,1
Other vehicles,BRABUS,2022,0
Motorcycles,BRANSON,2018,31
Motorcycles,BRANSON,2019,29
Motorcycles,BRANSON,2020,22
Motorcycles,BRANSON,2021,16
Motorcycles,BRANSON,2022,17
Other vehicles,BRANSON,2018,3
Other vehicles,BRANSON,2019,3
Other vehicles,BRANSON,2020,5
Other vehicles,BRANSON,2021,6
Other vehicles,BRANSON,2022,6
Cars,BREMACH,2018,0
Cars,BREMACH,2019,0
Cars,BREMACH,2020,0
Cars,BREMACH,2021,1
Cars,BREMACH,2022,1
Heavy goods vehicles,BREMACH,2018,2
Heavy goods vehicles,BREMACH,2019,2
Heavy goods vehicles,BREMACH,2020,1
Heavy goods vehicles,BREMACH,2021,2
Heavy goods vehicles,BREMACH,2022,2
Light goods vehicles,BREMACH,2018,1
Light goods vehicles,BREMACH,2019,1
Light goods vehicles,BREMACH,2020,1
Light goods vehicles,BREMACH,2021,0
Light goods vehicles,BREMACH,2022,0
Other vehicles,BREMACH,2018,12
Other vehicles,BREMACH,2019,10
Other vehicles,BREMACH,2020,9
Other vehicles,BREMACH,2021,9
Other vehicles,BREMACH,2022,9
Buses and coaches,BRISTOL,2018,9
Buses and coaches,BRISTOL,2019,9
Buses and coaches,BRISTOL,2020,9
Buses and coaches,BRISTOL,2021,6
Buses and coaches,BRISTOL,2022,9
Cars,BRISTOL,2018,195
Cars,BRISTOL,2019,199
Cars,BRISTOL,2020,194
Cars,BRISTOL,2021,195
Cars,BRISTOL,2022,199
Heavy goods vehicles,BRISTOL,2018,0
Heavy goods vehicles,BRISTOL,2019,0
Heavy goods vehicles,BRISTOL,2020,0
Heavy goods vehicles,BRISTOL,2021,0
Heavy goods vehicles,BRISTOL,2022,0
Light goods vehicles,BRISTOL,2018,1
Light goods vehicles,BRISTOL,2019,1
Light goods vehicles,BRISTOL,2020,1
Light goods vehicles,BRISTOL,2021,0
Light goods vehicles,BRISTOL,2022,0
Other vehicles,BRISTOL,2018,0
Other vehicles,BRISTOL,2019,1
Other vehicles,BRISTOL,2020,1
Other vehicles,BRISTOL,2021,1
Other vehicles,BRISTOL,2022,0
Buses and coaches,BRISTOL (BLMC),2018,476
Buses and coaches,BRISTOL (BLMC),2019,508
Buses and coaches,BRISTOL (BLMC),2020,464
Buses and coaches,BRISTOL (BLMC),2021,494
Buses and coaches,BRISTOL (BLMC),2022,525
Cars,BRISTOL (BLMC),2018,456
Cars,BRISTOL (BLMC),2019,456
Cars,BRISTOL (BLMC),2020,462
Cars,BRISTOL (BLMC),2021,457
Cars,BRISTOL (BLMC),2022,459
Heavy goods vehicles,BRISTOL (BLMC),2018,8
Heavy goods vehicles,BRISTOL (BLMC),2019,11
Heavy goods vehicles,BRISTOL (BLMC),2020,8
Heavy goods vehicles,BRISTOL (BLMC),2021,7
Heavy goods vehicles,BRISTOL (BLMC),2022,7
Light goods vehicles,BRISTOL (BLMC),2018,22
Light goods vehicles,BRISTOL (BLMC),2019,22
Light goods vehicles,BRISTOL (BLMC),2020,22
Light goods vehicles,BRISTOL (BLMC),2021,21
Light goods vehicles,BRISTOL (BLMC),2022,21
Motorcycles,BRISTOL (BLMC),2018,4
Motorcycles,BRISTOL (BLMC),2019,4
Motorcycles,BRISTOL (BLMC),2020,3
Motorcycles,BRISTOL (BLMC),2021,4
Motorcycles,BRISTOL (BLMC),2022,3
Other vehicles,BRISTOL (BLMC),2018,28
Other vehicles,BRISTOL (BLMC),2019,29
Other vehicles,BRISTOL (BLMC),2020,27
Other vehicles,BRISTOL (BLMC),2021,28
Other vehicles,BRISTOL (BLMC),2022,31
Motorcycles,BRITISH TRACKSTAR,2018,4
Motorcycles,BRITISH TRACKSTAR,2019,7
Motorcycles,BRITISH TRACKSTAR,2020,8
Motorcycles,BRITISH TRACKSTAR,2021,4
Motorcycles,BRITISH TRACKSTAR,2022,5
Heavy goods vehicles,BRIT JEFFREY DIAMOND,2018,2
Heavy goods vehicles,BRIT JEFFREY DIAMOND,2019,2
Heavy goods vehicles,BRIT JEFFREY DIAMOND,2020,2
Heavy goods vehicles,BRIT JEFFREY DIAMOND,2021,2
Heavy goods vehicles,BRIT JEFFREY DIAMOND,2022,1
Light goods vehicles,BRIT JEFFREY DIAMOND,2018,1
